PetID,Description,AdoptionSpeed
685cbaf7f,This one month old kitten was found along the LATAR Highway. She was just sitting by the roadside lost and not sure what to do. She is so sweet you will all in love with her immediately She is looking for her forever home. Please call us at if you wish to giver her a place in your heart and home,1
c93191313,very playful and active.caramel colour with very soft fur.,2
1c411730a,"When Captain and Garfield were 14 days their mothers left them. So, we decided to bring them up.Now, they are four months old and are very playful. The girl, Garfield, is very talkative and attached to us. As I started talking to her she responses me by mewing. She is very cute too.The boy, Captain is very clever and brave and so playful too. We enjoyed bringing them up but as we are leaving Malaysia we are looking for a kind family to keep them.",2
ca7075738,Dog 4 Adoption,2
b2676e6b1,"Leia is a two year old Jack-Russel Terrier mix with a big personality. She understands basic commands, has a very keen sense of smell and is a quick learner. She’s a sweetheart and very playful! She was abandoned by her previous owner and rescued by students. She has been vaccinated, dewormed and spayed (records available) and is ready to find a loving-forever home. Here’s a video:",4
301a245e6,"Hi! My name is Snowflake. I was born early February to a resident stray cat who feeds regularly at my fosterer's house. I have two other siblings who are also up for adoption. The three of us are looking for a loving family who we can permanently call our own. We will be a wonderful addition to yours if you would have us. We can either be adopted separately or (preferably) together. But first, a little bit about me: - I'm a male kitten - 3 months old - My fur is white, with some tan/light brown stripes - Have been Frontlined and dewormed - Will be vaccinated soon - Very active and playful - Love hugs and cuddles - Sociable. I enjoy both human and cat company - Enjoy eating both kibbles and wet food (the vet says I have a round tummy!....which my fosterer thinks is cute. Hehe.) - A pro at using the litterbox Please adopt me and give me a loving forever home. :) ************************************ Contact Aida at for more information.",2
94afcd90c,"Both these cuties were left to die by some unresoonsible person. We saw them shivering in the rain with no food and water. Rescued them, took them for full medical checkup, vaccinated n dewormed. Now they are ready for adoption. We can't keep them too long as we live in an apartment. Please help give them a good home and shower them with love",3
1ed55129a,"very furry, beautiful tail and ear",1
4175a27e1,I'm helping an elderly Chinese uncle spread the word. He is currently taking care of 15 dogs single-handedly in my neighbourhood. We have 9 lovely puppies up for adoption! Please adopt to save their lives :) You may contact him directly: Mr ,4
0aa767c04,"This is sita, very smart and a good guardian... I hope she gets a responsible owner as she will appreciate u in all ways.",4
859b2a95b,Hi everyone the rescuer found this boy at a cemetry. He was with his sister. God's grace the sister was adopted and found her loving home. We would be grateful if anyone can provide this boy a loving home also. Thank you,3
6cbbe5cd9,"Two handsome and loving, male mix breed puppies for adoption through KL Pooch Rescue. These fellas are playful and would make the most wonderful companions. Come visit these adorable pooches at our adoption centre soon! We have over one hundred gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised. www.klpoochresortandrescue.org",4
f928a7e7f,Bella is a great dog. But my compound is too small for her and my other dogs according to the council. So I'm looking for someone to love her as much as I do and give her a forever home.,4
28bafb2ee,Defne is only i month old. Currently under nursing by her fosterer. Adopter must be willing to spay and vaccinate.,2
7667378df,Why her name i put deaf? Sebab dia selalu buat pekak jer bila saya panggil hahaha Makan makanan brand blackwood Baik dan kadang sgt hyper Sihat. Dia ni kuat jealous. Siapa berminat dan pandai jaga lagi bulu kembang Mix with DLH siapa sudi ambil saya beri free dengan syarat sayang sepenuh hati.,4
da7895cbd,Baby dark need new home ... Interested do contact me,2
e08649ba2,"Josy was born in November , she is currently staying at the SPCA. She is an extremely happy loving dog, loves to play in the water. She is very nice to other dogs as well.",4
117a7da85,"Calico is the kitten to one of my older cats who has passed away. I've had her since she was born. Calico is pretty, shy and affectionate. She loves being petted on the head!",4
158a55025,"Milo boy was abandoned after his owner had a baby and claimed baby's allergic to dog fur. He is gentle, weighs about kgs. Needs daily walks. No tying up or caging. Only for Klang Valley. If interested, please introduce yourself, where you stay and experience with dogs when you contact me. Update: Milo has some crystals in his urine. He will need to be on special diet for a few months, and taken for a blood test to ensure the crystals are cleared. Otherwise healthy and loves walks.",3
018e4d193,"Found abandoned, in an area full of dogs. Rescued and neutered. Very friendly, very ""manja"". Loves to seek attention",4
b4fb9949b,"Poe is a kitten rescued from a drain. He's active, playful and love to cuddle. Poe already know to use the litter box. BEWARE! Poe loves chicken so much, he stole it from my plate and was caught red handed with 'kunyit' pawprint on the floors.",1
f5cb16efb,happy,4
199277f1a,"Hi ...thank you for dropping by my profile. meow ... Ppl used to call me Snowy, maybe because i m white .I m roughly 10 mth old ...i gave birth in my young age ...because got gang rape by the street cats... Oh yeah , I m a strays too =( ....so I gave birth for some kitties n Tiger is the only survivor. I feel sorry to Tiger because I can't provide him a home . He has to follow me n straying on the streets hunting for food n escaping from attacking by other senior cats. Thank God, Annie found us n she used to feed us n everytime I look into her eyes I know that she try to so hard to find us a home. Being a stray is not my choice ,I wish I can give the best to my baby Tiger n I hope that someone will take both of us because I feel hard to separate with my baby.. If u feel wanna give us a home please dun hesitate to give Annie a call on this no. At last tq for reading my story ...Bless you .Meow ...",4
